TransactionID,TransactionDate,CustomerID,CustomerName,Gender,Age,City,State,ProductName,Category,SubCategory,Quantity,Price,PaymentMode,OrderStatus
TXN100354,2025/08/10,CUST1443,Pranay Mammen,Male,52,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,4,58000,Cash,Delivered
TXN100355,2025/04/26,CUST1139,Devansh Chawla,Male,41,Delhi,Delhi,Nike Shoes,Fashion,Footwear,3,4500,Debit Card,Delivered
TXN100356,2025/11/20,CUST1429,Krish Bhattacharyya,Female,44,Chennai,Tamil Nadu,Sony Headphones,Electronics,Accessories,3,5000,UPI,Returned
TXN100357,04-03-2025,CUST1417,Nakul Aggarwal,Female,28,Delhi,Delhi,Nike Shoes,Fashion,Footwear,1,4500,Credit Card,Delivered
TXN100358,2025/01/06,CUST1513,Jivin Bhagat,Male,46,Bengaluru,Karnataka,Nike Shoes,Fashion,Footwear,3,4500,Credit Card,Cancelled
TXN100359,2025/02/10,CUST1131,Himmat Mani,Male,60,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Cash,Returned
TXN100360,2025/08/25,CUST1499,Chirag Sharaf,Female,32,Bengaluru,Karnataka,Wooden Table,Furniture,Table,1,12000,Cash,Delivered
TXN100361,06-02-2025,CUST1881,Zoya Korpal,Female,55,Mumbai,Maharashtra,Adidas T-Shirt,Fashion,Clothing,3,1800,Debit Card,Cancelled
TXN100362,23-08-2025,CUST1848,Darshit Walia,Female,60,Bengaluru,Karnataka,Nike Shoes,Fashion,Footwear,4,4500,Debit Card,Returned
TXN100363,03-04-2025,CUST1329,Kartik Bala,Female,30,Hyderabad,Telangana,Nike Shoes,Fashion,Footwear,1,4500,Credit Card,Cancelled
TXN100364,29-07-2025,CUST1349,Indrans Singhal,Female,24,Delhi,Delhi,Sony Headphones,Electronics,Accessories,3,5000,Credit Card,Returned
TXN100365,2025/02/06,CUST1344,Arnav Vora,Female,30,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,5,1800,Credit Card,Returned
TXN100366,05-08-2025,CUST1422,Yuvraj  Bumb,Male,30,Hyderabad,Telangana,Wooden Table,Furniture,Table,5,12000,Credit Card,Delivered
TXN100367,2025/07/28,CUST1022,Riaan Wason,Male,18,Mumbai,Maharashtra,Wooden Table,Furniture,Table,3,12000,Debit Card,Cancelled
TXN100368,17-09-2025,CUST1657,Mishti Karpe,Male,27,Pune,Maharashtra,Adidas T-Shirt,Fashion,Clothing,5,1800,Credit Card,Delivered
TXN100369,2025/11/06,CUST1498,Prerak Roy,Female,45,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,5,1800,Credit Card,Delivered
TXN100370,2025/07/23,CUST1840,Alia Vohra,Male,49,Pune,Maharashtra,iPhone 14,Electronics,Mobile,1,65000,UPI,Delivered
TXN100371,2025/07/02,CUST1251,Kanav Iyer,Female,57,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,3,1800,Credit Card,Returned
TXN100372,2025/01/09,CUST1831,Kavya Mandal,Male,18,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,2,1800,Debit Card,Delivered
TXN100373,2025/06/13,CUST1160,Mohanlal Shan,Female,24,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,4,5000,Credit Card,Returned
TXN100374,2025/05/24,CUST1331,Kimaya Banik,Female,19,Mumbai,Maharashtra,iPhone 14,Electronics,Mobile,3,65000,UPI,Returned
TXN100375,2025/07/20,CUST1234,Aarna Bala,Female,57,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,2,72000,UPI,Delivered
TXN100376,27-05-2025,CUST1413,Aradhya Uppal,Female,19,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,4,58000,Cash,Returned
TXN100377,26-02-2025,CUST1524,Hansh Ratti,Male,56,Delhi,Delhi,iPhone 14,Electronics,Mobile,3,65000,Debit Card,Cancelled
TXN100378,2025/06/06,CUST1528,Purab Bhavsar,Male,20,Hyderabad,Telangana,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Returned
TXN100379,2025/08/15,CUST1382,Charvi Contractor,Female,42,Pune,Maharashtra,Wooden Table,Furniture,Table,3,12000,UPI,Cancelled
TXN100380,2025/08/11,CUST1453,Vanya Sundaram,Male,25,Delhi,Delhi,Nike Shoes,Fashion,Footwear,4,4500,Debit Card,Cancelled
TXN100381,2025/04/17,CUST1277,Oorja Wadhwa,Male,51,Delhi,Delhi,iPhone 14,Electronics,Mobile,4,65000,UPI,Delivered
TXN100382,25-07-2025,CUST1639,Azad Ghose,Female,40,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,2,58000,Credit Card,Delivered
TXN100383,2025/01/30,CUST1954,Krish Maharaj,Male,19,Chennai,Tamil Nadu,Adidas T-Shirt,Fashion,Clothing,5,1800,Cash,Delivered
TXN100384,20-04-2025,CUST1996,Vivaan Thakur,Male,47,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,4,4500,Cash,Delivered
TXN100385,06-03-2025,CUST1381,Onkar Dass,Female,39,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Credit Card,Cancelled
TXN100386,2025/05/29,CUST1086,Anika Chaudhry,Female,53,Kolkata,West Bengal,Adidas T-Shirt,Fashion,Clothing,3,1800,UPI,Cancelled
TXN100387,2025/02/21,CUST1095,Priyansh Mand,Male,43,Delhi,Delhi,HP Laptop,Electronics,Laptop,3,72000,UPI,Cancelled
TXN100388,2025/09/30,CUST1730,Indranil Ramaswamy,Female,41,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,1,5000,Debit Card,Cancelled
TXN100389,15-11-2025,CUST1650,Farhan Thaman,Female,42,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Cash,Delivered
TXN100390,2025/06/17,CUST1486,Mehul Johal,Female,33,Delhi,Delhi,Nike Shoes,Fashion,Footwear,1,4500,UPI,Delivered
TXN100391,2025/02/10,CUST1877,Drishya Divan,Female,19,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,1,58000,Cash,Delivered
TXN100392,29-06-2025,CUST1609,Reyansh Sen,Female,45,Delhi,Delhi,HP Laptop,Electronics,Laptop,5,72000,Credit Card,Delivered
TXN100393,19-09-2025,CUST1825,Shray Tailor,Female,47,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Debit Card,Delivered
TXN100394,2025/06/02,CUST1845,Eva Dube,Male,26,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,1,58000,Credit Card,Returned
TXN100395,2025/05/16,CUST1719,Himmat Thaman,Female,51,Bengaluru,Karnataka,Nike Shoes,Fashion,Footwear,1,4500,UPI,Delivered
TXN100396,2025/05/07,CUST1397,Amira Varghese,Female,46,Mumbai,Maharashtra,Wooden Table,Furniture,Table,5,12000,Credit Card,Delivered
TXN100397,20-02-2025,CUST1728,Ahana  Khanna,Female,25,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Returned
TXN100398,18-12-2025,CUST1972,Yuvaan Bawa,Male,51,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,5,65000,Cash,Returned
TXN100399,2025/05/08,CUST1037,Alia Shah,Female,53,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,UPI,Returned
TXN100400,18-07-2025,CUST1474,Renee Choudhry,Female,23,Bengaluru,Karnataka,Wooden Table,Furniture,Table,2,12000,UPI,Returned
TXN100401,07-12-2025,CUST1668,Vivaan Handa,Female,31,Pune,Maharashtra,Sony Headphones,Electronics,Accessories,3,5000,Cash,Delivered
TXN100402,2025/04/30,CUST1848,Kiaan Jain,Female,45,Kolkata,West Bengal,Wooden Table,Furniture,Table,2,12000,Credit Card,Cancelled
TXN100403,2025/10/31,CUST1450,Arhaan Venkataraman,Female,49,Chennai,Tamil Nadu,HP Laptop,Electronics,Laptop,2,72000,Credit Card,Cancelled
TXN100404,14-09-2025,CUST1054,Ayesha Dyal,Male,18,Kolkata,West Bengal,Wooden Table,Furniture,Table,4,12000,Credit Card,Cancelled
TXN100405,04-06-2025,CUST1554,Mamooty Krishna,Male,47,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,2,1800,Cash,Delivered
TXN100406,2025/06/07,CUST1100,Saira Koshy,Male,30,Hyderabad,Telangana,Samsung Galaxy S22,Electronics,Mobile,3,58000,Credit Card,Cancelled
TXN100407,05-01-2025,CUST1113,Kabir Kala,Female,31,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,4,5000,Credit Card,Returned
TXN100408,2025/05/04,CUST1712,Vedika Reddy,Male,37,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,3,58000,Credit Card,Cancelled
TXN100409,10-09-2025,CUST1857,Tushar Sandal,Female,56,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,UPI,Returned
TXN100410,2025/08/24,CUST1337,Kavya Badami,Male,53,Hyderabad,Telangana,Nike Shoes,Fashion,Footwear,5,4500,UPI,Returned
TXN100411,2025/01/06,CUST1666,Hiran Ganesan,Female,53,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,Cash,Returned
TXN100412,2025/05/26,CUST1235,Lakshay Chakrabarti,Male,60,Pune,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Cash,Returned
TXN100413,2025/01/09,CUST1439,Diya Varty,Female,53,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,4,5000,UPI,Returned
TXN100414,2025/02/11,CUST1201,Prerak Ben,Female,28,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,UPI,Returned
TXN100415,2025/03/15,CUST1346,Jhanvi Kala,Female,44,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,2,65000,UPI,Returned
TXN100416,26-02-2025,CUST1059,Divij Rastogi,Female,32,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,1,5000,Cash,Delivered
TXN100417,12-09-2025,CUST1713,Jayan Sarkar,Female,47,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,3,5000,Credit Card,Returned
TXN100418,2025/07/10,CUST1402,Taran Kar,Female,41,Pune,Maharashtra,iPhone 14,Electronics,Mobile,3,65000,UPI,Cancelled
TXN100419,2025/01/18,CUST1130,Shalv Mandal,Male,27,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,3,72000,Debit Card,Delivered
TXN100420,2025/05/20,CUST1055,Kavya Kapoor,Female,51,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,4,58000,UPI,Returned
TXN100421,2025/05/23,CUST1252,Pari Sarkar,Male,54,Pune,Maharashtra,iPhone 14,Electronics,Mobile,1,65000,Cash,Returned
TXN100422,2025/09/06,CUST1103,Kaira Dayal,Male,53,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,5,58000,Debit Card,Delivered
TXN100423,2025/12/31,CUST1756,Zain Soman,Female,52,Kolkata,West Bengal,Sony Headphones,Electronics,Accessories,2,5000,UPI,Cancelled
TXN100424,2025/06/01,CUST1278,Samar Trivedi,Female,56,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,3,65000,Debit Card,Cancelled
TXN100425,2025/09/09,CUST1705,Lakshay Hari,Male,34,Pune,Maharashtra,HP Laptop,Electronics,Laptop,1,72000,Cash,Delivered
TXN100426,17-02-2025,CUST1574,Pihu Gera,Female,56,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,1,1800,Credit Card,Returned
TXN100427,2025/05/18,CUST1323,Umang Yohannan,Female,55,Pune,Maharashtra,iPhone 14,Electronics,Mobile,1,65000,Cash,Delivered
TXN100428,05-07-2025,CUST1023,Shanaya Kapoor,Female,41,Hyderabad,Telangana,Nike Shoes,Fashion,Footwear,3,4500,Debit Card,Delivered
TXN100429,10-12-2025,CUST1583,Sara Chanda,Female,40,Delhi,Delhi,Sony Headphones,Electronics,Accessories,2,5000,UPI,Delivered
TXN100430,2025/11/08,CUST1929,Nirvaan Tata,Female,59,Mumbai,Maharashtra,Wooden Table,Furniture,Table,2,12000,UPI,Returned
TXN100431,2025/12/08,CUST1481,Yashvi Jayaraman,Female,49,Pune,Maharashtra,Adidas T-Shirt,Fashion,Clothing,4,1800,Debit Card,Cancelled
TXN100432,2025/12/09,CUST1500,Anay Vora,Female,49,Chennai,Tamil Nadu,HP Laptop,Electronics,Laptop,2,72000,UPI,Delivered
TXN100433,04-09-2025,CUST1248,Eva Tank,Male,45,Mumbai,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,3,58000,Cash,Cancelled
TXN100434,16-07-2025,CUST1679,Ryan Chaudry,Female,51,Chennai,Tamil Nadu,iPhone 14,Electronics,Mobile,3,65000,UPI,Delivered
TXN100435,01-11-2025,CUST1295,Arhaan Tiwari,Female,31,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Cash,Returned
TXN100436,2025/05/12,CUST1456,Riaan Dhingra,Male,54,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,3,72000,Cash,Returned
TXN100437,2025/05/09,CUST1982,Nirvaan Mani,Male,22,Hyderabad,Telangana,Wooden Table,Furniture,Table,1,12000,Credit Card,Returned
TXN100438,21-09-2025,CUST1194,Yuvaan Hayer,Male,24,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,5,65000,Cash,Delivered
TXN100439,2025/12/31,CUST1873,Reyansh Dhawan,Male,58,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,1,72000,UPI,Returned
TXN100440,2025/10/26,CUST1682,Inaaya  Chana,Male,42,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,5,5000,Debit Card,Returned
TXN100441,01-06-2025,CUST1654,Dharmajan Sant,Male,55,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Returned
TXN100442,2025/02/12,CUST1863,Himmat Madan,Male,28,Kolkata,West Bengal,Adidas T-Shirt,Fashion,Clothing,1,1800,Debit Card,Returned
TXN100443,2025/05/27,CUST1566,Bhavin Dhar,Male,38,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,1,58000,Cash,Cancelled
TXN100444,16-01-2025,CUST1027,Eshani Gokhale,Male,57,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,1,4500,Cash,Returned
TXN100445,2025/07/31,CUST1473,Gatik Bhandari,Male,44,Delhi,Delhi,HP Laptop,Electronics,Laptop,4,72000,Credit Card,Returned
TXN100446,13-05-2025,CUST1112,Umang Gole,Female,50,Kolkata,West Bengal,Adidas T-Shirt,Fashion,Clothing,3,1800,UPI,Returned
TXN100447,2025/11/29,CUST1266,Fateh Dugal,Male,31,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,3,72000,UPI,Returned
TXN100448,2025/12/07,CUST1510,Azad Aggarwal,Female,43,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,2,5000,UPI,Cancelled
TXN100449,2025/07/23,CUST1962,Hridaan Ravel,Female,43,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,3,72000,UPI,Returned
TXN100450,26-02-2025,CUST1909,Riya Rau,Female,31,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,1,4500,UPI,Cancelled
TXN100451,09-05-2025,CUST1003,Kismat Raj,Female,55,Kolkata,West Bengal,Adidas T-Shirt,Fashion,Clothing,4,1800,Cash,Delivered
TXN100452,24-07-2025,CUST1016,Khushi Chanda,Female,38,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,5,72000,UPI,Cancelled
TXN100453,16-09-2025,CUST1861,Darshit Banerjee,Male,44,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,4,72000,Credit Card,Delivered
TXN100454,2025/04/11,CUST1917,Lakshay Karpe,Female,23,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,3,72000,Credit Card,Delivered
TXN100455,2025/05/24,CUST1213,Anika Boase,Female,49,Pune,Maharashtra,Adidas T-Shirt,Fashion,Clothing,3,1800,UPI,Returned
TXN100456,2025/12/04,CUST1622,Miraan Balakrishnan,Female,21,Mumbai,Maharashtra,Nike Shoes,Fashion,Footwear,2,4500,Cash,Returned
TXN100457,2025/12/20,CUST1848,Khushi Garg,Female,57,Delhi,Delhi,iPhone 14,Electronics,Mobile,4,65000,Cash,Cancelled
TXN100458,2025/02/01,CUST1781,Dharmajan Varkey,Male,50,Chennai,Tamil Nadu,HP Laptop,Electronics,Laptop,5,72000,Cash,Delivered
TXN100459,21-05-2025,CUST1996,Ishaan Hayer,Female,46,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,1,58000,Cash,Delivered
TXN100460,2025/10/03,CUST1177,Pari Dara,Male,36,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,5,72000,Debit Card,Returned
TXN100461,2025/08/02,CUST1912,Pihu Choudhury,Female,46,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,3,5000,UPI,Delivered
TXN100462,2025/07/21,CUST1448,Mamooty Suri,Male,35,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,1,58000,UPI,Delivered
TXN100463,20-07-2025,CUST1883,Trisha Konda,Male,32,Hyderabad,Telangana,Wooden Table,Furniture,Table,2,12000,Debit Card,Returned
TXN100464,2025/01/09,CUST1307,Hiran Golla,Male,50,Bengaluru,Karnataka,Adidas T-Shirt,Fashion,Clothing,3,1800,UPI,Returned
TXN100465,2025/12/15,CUST1752,Baiju Saxena,Female,39,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,5,58000,Debit Card,Cancelled
TXN100466,2025/11/04,CUST1540,Nirvi Srinivasan,Female,34,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Cancelled
TXN100467,2025/10/17,CUST1260,Aarav Raja,Female,52,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,3,5000,UPI,Returned
TXN100468,01-02-2025,CUST1962,Ahana  Bedi,Female,18,Kolkata,West Bengal,Sony Headphones,Electronics,Accessories,4,5000,Debit Card,Returned
TXN100469,13-10-2025,CUST1130,Vritika Rajagopal,Male,59,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,3,58000,Cash,Cancelled
TXN100470,2025/08/02,CUST1638,Ritvik Shukla,Female,30,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,5,4500,Cash,Cancelled
TXN100471,04-11-2025,CUST1938,Elakshi Kothari,Male,53,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,1,72000,Credit Card,Returned
TXN100472,14-11-2025,CUST1756,Eshani Badami,Male,28,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,3,65000,Credit Card,Delivered
TXN100473,2025/07/23,CUST1555,Vihaan Kaul,Female,43,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,3,72000,UPI,Delivered
TXN100474,2025/12/09,CUST1294,Raunak Bobal,Female,19,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,5,58000,UPI,Cancelled
TXN100475,2025/01/26,CUST1975,Indranil Wali,Female,26,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,1,58000,Cash,Returned
TXN100476,12-05-2025,CUST1983,Arnav Tata,Female,47,Delhi,Delhi,Nike Shoes,Fashion,Footwear,5,4500,Cash,Cancelled
TXN100477,2025/03/04,CUST1726,Priyansh Dubey,Male,39,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Debit Card,Delivered
TXN100478,2025/06/01,CUST1448,Devansh Bhatt,Female,59,Bengaluru,Karnataka,Samsung Galaxy S22,Electronics,Mobile,3,58000,Cash,Returned
TXN100479,2025/09/05,CUST1443,Ishaan Rajagopal,Female,56,Kolkata,West Bengal,Nike Shoes,Fashion,Footwear,1,4500,Credit Card,Delivered
TXN100480,11-04-2025,CUST1329,Sumer Iyer,Male,53,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,5,58000,Cash,Returned
TXN100481,2025/09/10,CUST1101,Aayush Sagar,Female,45,Mumbai,Maharashtra,Adidas T-Shirt,Fashion,Clothing,1,1800,Debit Card,Delivered
TXN100482,2025/04/22,CUST1692,Rania Rajan,Male,52,Kolkata,West Bengal,Wooden Table,Furniture,Table,1,12000,Cash,Cancelled
TXN100483,22-06-2025,CUST1291,Eshani Master,Female,26,Pune,Maharashtra,Sony Headphones,Electronics,Accessories,2,5000,Credit Card,Returned
TXN100484,14-05-2025,CUST1792,Vivaan Toor,Male,18,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,4,58000,Debit Card,Delivered
TXN100485,19-02-2025,CUST1155,Ayesha Kapadia,Female,21,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,5,58000,Credit Card,Delivered
TXN100486,2025/04/25,CUST1500,Aradhya Sabharwal,Female,22,Pune,Maharashtra,HP Laptop,Electronics,Laptop,3,72000,UPI,Delivered
TXN100487,2025/06/28,CUST1062,Adah Gara,Female,29,Kolkata,West Bengal,iPhone 14,Electronics,Mobile,4,65000,UPI,Delivered
TXN100488,27-07-2025,CUST1317,Prisha Deo,Female,28,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,3,72000,Credit Card,Delivered
TXN100489,2025/01/08,CUST1538,Kashvi Bhardwaj,Female,51,Pune,Maharashtra,iPhone 14,Electronics,Mobile,1,65000,UPI,Returned
TXN100490,22-07-2025,CUST1279,Kartik Toor,Male,46,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,4,5000,Debit Card,Delivered
TXN100491,13-01-2025,CUST1523,Lakshay Bansal,Male,30,Delhi,Delhi,HP Laptop,Electronics,Laptop,5,72000,UPI,Cancelled
TXN100492,19-04-2025,CUST1535,Advika Kuruvilla,Female,58,Delhi,Delhi,iPhone 14,Electronics,Mobile,1,65000,Credit Card,Returned
TXN100493,12-09-2025,CUST1835,Hansh Toor,Female,59,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Cash,Returned
TXN100494,2025/06/29,CUST1616,Tejas Som,Female,41,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,1,1800,Cash,Cancelled
TXN100495,17-07-2025,CUST1312,Hridaan Verma,Female,59,Mumbai,Maharashtra,Wooden Table,Furniture,Table,2,12000,UPI,Returned
TXN100496,2025/05/17,CUST1328,Saanvi Bains,Female,23,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,3,5000,Cash,Returned
TXN100497,24-12-2025,CUST1664,Vedika Sundaram,Female,32,Pune,Maharashtra,Samsung Galaxy S22,Electronics,Mobile,5,58000,Credit Card,Returned
TXN100498,18-09-2025,CUST1488,Hazel Rama,Male,33,Chennai,Tamil Nadu,Wooden Table,Furniture,Table,5,12000,Debit Card,Cancelled
TXN100499,2025/06/22,CUST1671,Eva Kohli,Female,52,Mumbai,Maharashtra,Sony Headphones,Electronics,Accessories,2,5000,Debit Card,Delivered
TXN100500,21-02-2025,CUST1298,Aarush Lanka,Female,56,Chennai,Tamil Nadu,Samsung Galaxy S22,Electronics,Mobile,4,58000,Credit Card,Cancelled
TXN100501,14-09-2025,CUST1906,Aniruddh Chawla,Female,48,Delhi,Delhi,HP Laptop,Electronics,Laptop,2,72000,Credit Card,Returned
TXN100502,27-08-2025,CUST1373,Ritvik Shere,Male,27,Chennai,Tamil Nadu,Nike Shoes,Fashion,Footwear,4,4500,Debit Card,Delivered
TXN100503,05-12-2025,CUST1910,Prerak Uppal,Male,53,Bengaluru,Karnataka,HP Laptop,Electronics,Laptop,5,72000,Cash,Returned
TXN100504,16-09-2025,CUST1660,Ira Sharma,Male,51,Mumbai,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,UPI,Delivered
TXN100505,18-08-2025,CUST1091,Shlok Ratti,Female,22,Hyderabad,Telangana,Adidas T-Shirt,Fashion,Clothing,5,1800,UPI,Returned
TXN100506,2025/04/19,CUST1183,Pari Mani,Male,28,Kolkata,West Bengal,Samsung Galaxy S22,Electronics,Mobile,1,58000,UPI,Delivered
TXN100507,17-07-2025,CUST1590,Dhanush Chakrabarti,Male,27,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,2,58000,Cash,Returned
TXN100508,2025/07/28,CUST1955,Zeeshan Tara,Male,33,Hyderabad,Telangana,Sony Headphones,Electronics,Accessories,1,5000,Debit Card,Delivered
TXN100509,10-12-2025,CUST1474,Priyansh Manda,Female,32,Hyderabad,Telangana,Nike Shoes,Fashion,Footwear,1,4500,Cash,Cancelled
TXN100510,2025/08/09,CUST1790,Trisha Aggarwal,Female,47,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,1,5000,Debit Card,Cancelled
TXN100511,12-01-2025,CUST1345,Sahil Goda,Male,23,Pune,Maharashtra,Sony Headphones,Electronics,Accessories,5,5000,UPI,Returned
TXN100512,28-09-2025,CUST1577,Jayan Rattan,Male,28,Delhi,Delhi,HP Laptop,Electronics,Laptop,5,72000,Debit Card,Delivered
TXN100513,2025/03/15,CUST1324,Kiaan Raju,Male,47,Delhi,Delhi,Nike Shoes,Fashion,Footwear,2,4500,Cash,Returned
TXN100514,19-12-2025,CUST1690,Anya Varghese,Male,43,Hyderabad,Telangana,iPhone 14,Electronics,Mobile,5,65000,Credit Card,Delivered
TXN100515,2025/07/16,CUST1794,Badal Bhatia,Male,43,Pune,Maharashtra,HP Laptop,Electronics,Laptop,4,72000,Cash,Cancelled
TXN100516,2025/11/15,CUST1285,Kashvi Mandal,Female,40,Chennai,Tamil Nadu,HP Laptop,Electronics,Laptop,5,72000,Cash,Delivered
TXN100517,2025/04/07,CUST1174,Ishita Hans,Male,50,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,5,5000,UPI,Delivered
TXN100518,30-01-2025,CUST1651,Jayesh Kata,Male,42,Mumbai,Maharashtra,Nike Shoes,Fashion,Footwear,2,4500,UPI,Delivered
TXN100519,2025/02/17,CUST1096,Yuvraj  Dey,Female,34,Delhi,Delhi,Sony Headphones,Electronics,Accessories,2,5000,UPI,Cancelled
TXN100520,2025/03/25,CUST1777,Renee Loke,Male,57,Mumbai,Maharashtra,Nike Shoes,Fashion,Footwear,2,4500,Debit Card,Cancelled
TXN100521,2025/09/25,CUST1096,Saanvi Ahluwalia,Female,29,Delhi,Delhi,Nike Shoes,Fashion,Footwear,1,4500,Cash,Delivered
TXN100522,2025/03/23,CUST1044,Diya Hegde,Male,47,Hyderabad,Telangana,Samsung Galaxy S22,Electronics,Mobile,5,58000,Credit Card,Returned
TXN100523,2025/12/07,CUST1939,Nayantara Kohli,Female,30,Hyderabad,Telangana,HP Laptop,Electronics,Laptop,1,72000,UPI,Returned
TXN100524,22-08-2025,CUST1605,Samiha Tella,Male,54,Delhi,Delhi,Adidas T-Shirt,Fashion,Clothing,4,1800,Cash,Delivered
TXN100525,20-07-2025,CUST1314,Jayant Thaman,Female,34,Bengaluru,Karnataka,Sony Headphones,Electronics,Accessories,4,5000,Debit Card,Cancelled
TXN100526,19-04-2025,CUST1975,Azad Dasgupta,Male,32,Pune,Maharashtra,HP Laptop,Electronics,Laptop,2,72000,Debit Card,Delivered
TXN100527,2025/12/15,CUST1659,Shamik Cherian,Male,40,Delhi,Delhi,HP Laptop,Electronics,Laptop,3,72000,Credit Card,Cancelled
TXN100528,2025/06/21,CUST1300,Urvi Varkey,Female,47,Delhi,Delhi,HP Laptop,Electronics,Laptop,2,72000,Debit Card,Returned
TXN100529,2025/02/25,CUST1497,Rania Krishna,Female,53,Delhi,Delhi,Samsung Galaxy S22,Electronics,Mobile,4,58000,Cash,Cancelled
TXN100530,2025/02/26,CUST1440,Ojas Savant,Female,28,Delhi,Delhi,Wooden Table,Furniture,Table,4,12000,Debit Card,Cancelled
